,Al,Co,Cr,Cu,Fe,Mg,Mn,Ni,Si,Ti,V,Zn,Processing,Miedema_dH_inter,Miedema_dH_amor,Miedema_dH_ss_min,Yang delta,Yang omega,APE mean,Radii local mismatch,Radii gamma,Configuration entropy,Lambda entropy,Electronegativity delta,Electronegativity local mismatch,VEC mean,Mixing enthalpy,Mean cohesive energy,Shear modulus mean,Shear modulus delta,Shear modulus local mismatch,Shear modulus strength model,mean atomic_mass,std_dev atomic_mass,mean atomic_radius,std_dev atomic_radius,mean mendeleev_no,std_dev mendeleev_no,mean electrical_resistivity,std_dev electrical_resistivity,mean thermal_conductivity,std_dev thermal_conductivity,mean melting_point,std_dev melting_point,mean bulk_modulus,std_dev bulk_modulus,mean coefficient_of_linear_thermal_expansion,std_dev coefficient_of_linear_thermal_expansion,YS,UTS,Elongation,Density
66,97.11076071,0,0.039043554,0.031947134,0.121175413,2.283058059,0.147811003,0,0.192755396,0.042411527,0,0.031037205,Strain Harderned (Hard),-0.005008647,0.029546074,-0.001254487,0.022963901,2.225914255,0.021411386,0.525722647,1.247368852,-0.001297146,-2.459787067,0.028283564,0.019386454,12.72836425,0.546376531,3.350147602,26.59476451,0.135588187,0.42055611,-0.005374553,27.04109014,8.034170829,1.256007161,0.164099801,79.77216157,6.958953575,1.96E-06,0.000184651,232.4718484,70.59414138,937.5870693,253.740667,75.58325455,26.96042858,2.27E-05,1.04E-05,190.5,230.5,12,2.681090312
67,95.95782677,0,0.077965441,0.02126489,0.096789284,3.447050676,0.122983923,0,0.192455096,0.042345445,0,0.041318475,Strain Harderned (Hard),-0.005635762,0.028935002,-0.000810439,0.026875485,2.494022171,0.019767615,0.730780194,1.247209973,-0.001634177,-2.262489641,0.033985746,0.027528204,12.60042329,0.614297193,3.32821545,26.49566992,0.149857094,0.530206903,-0.006509927,27.00572017,6.777232671,1.258901654,0.167976146,79.69177626,6.476486109,1.95E-06,0.000156909,231.6091256,64.94052374,937.5180054,225.035006,75.21371718,25.67474683,2.25E-05,1.05E-05,189,255,12,2.665146696
68,96.20370458,0,0.065205714,0.021341677,0.09713869,3.013108042,0.370283745,0,0.120718621,0.056664433,0,0.0518345,Strain Harderned (Hard),-0.009936325,0.024742695,-0.005207511,0.024977956,2.100012853,0.020428703,0.652471204,1.247267307,-0.001605295,-2.573006942,0.031946163,0.024750669,12.63208173,0.717359103,3.334228825,26.64142111,0.169754843,0.597394236,-0.00813431,27.089648,8.736734124,1.258308812,0.164114581,79.66739439,7.43947622,1.24E-06,0.000128024,231.408675,76.55653424,938.4341865,242.8568996,75.43373109,26.39050614,2.26E-05,1.01E-05,235,290.5,12,2.680053416
69,95.62363796,0,0.129760734,0.021235175,0.096653983,3.886391054,0.024562403,0,0.120116337,0.056381658,0,0.041260696,Strain Harderned (Hard),-0.006224544,0.028333616,-0.001018597,0.027532642,2.868409117,0.018999451,0.782801243,1.247132801,-0.0016935,-2.234031927,0.035797369,0.030258867,12.55239671,0.553282491,3.320094049,26.44484826,0.159419678,0.557708766,-0.006957992,26.98146308,6.195654035,1.260059339,0.169994206,79.66113666,6.402685136,1.23E-06,0.000119437,231.4620203,61.03524694,937.1365162,222.2003323,75.0649927,26.00561555,2.25E-05,1.06E-05,235,290.5,12,2.658200799
70,93.06921918,0,0,0,0,6.637148435,0.293632387,0,0,0,0,0,Strain Harderned (Hard),-0.007058787,0.026888598,-0.001270912,0.033477675,2.955215414,0.014965579,1.20370964,1.124098689,-0.002194904,-1.958415858,0.045141969,0.047206675,12.25229545,0.694069649,3.263841487,26.12400143,0.136723413,0.718129255,-0.007200801,26.88598195,4.619452345,1.267033326,0.174144062,79.47667301,5.665124224,3.23E-08,2.13E-07,229.3550046,61.72761963,934.494394,88.47600465,74.07168123,22.54142593,2.21E-05,1.03E-05,310,400,7,2.621052463
71,99.94901297,0,0,0.05098703,0,0,0,0,0,0,0,0,Strain Harderned (Hard),-0.000202136,0.033659315,-0.000144875,0.002401678,16.66155261,0.02402986,0.007644151,1.068796576,-3.64E-05,-6.306422289,0.001343682,0.000127403,12.99898026,0.00203844,3.390050987,26.59945299,0.015734612,0.009448171,-9.18E-05,27.00018172,25.85497861,1.250050987,0.070710678,79.99592104,5.656854249,2.70E-08,6.93E-09,235.0841286,116.6726189,933.6863379,300.0254073,76.03263168,45.254834,2.31E-05,4.67E-06,140,145,6,2.700416086
72,99.11268334,0,0,0,0,0.887316658,0,0,0,0,0,0,Strain Harderned (Hard),-0.00063703,0.03321313,0.000118338,0.012621748,5.598410495,0.022758156,0.167094272,1.081081788,-0.000421993,-2.648905952,0.016772764,0.006595827,12.90239515,0.070355483,3.373318443,26.50810065,0.032653299,0.081172638,-0.000641132,26.95778922,1.892598594,1.252218292,0.176776695,79.93788782,4.949747468,2.72E-08,1.20E-08,234.3345124,53.03300859,933.3770979,7.403407999,75.72493178,21.92031022,2.30E-05,1.05E-05,170,180,5,2.686244724
73,99.14813061,0,0,0,0,0.556454077,0.29541531,0,0,0,0,0,Strain Harderned (Hard),-0.002861079,0.030979207,-0.002426491,0.010612992,1.594686536,0.023439652,0.13164679,1.124473858,-0.000453748,-4.028455537,0.01369472,0.004886539,12.92106514,0.266082464,3.378150211,26.68614004,0.104853291,0.198139937,-0.003076833,27.04923263,11.76864198,1.251834258,0.155810113,79.90196519,9.238994265,3.13E-08,5.89E-07,233.9114763,103.871043,935.1414832,244.3603901,75.95748185,25.56871078,2.30E-05,8.54E-06,170,195,4,2.701025782
74,99.35531428,0,0,0.051300512,0,0,0.59338521,0,0,0,0,0,Strain Harderned (Hard),-0.006677147,0.027309365,-0.006300525,0.005460756,0.705231666,0.024473216,0.060724097,1.068806351,-0.000338675,-11.35736281,0.004762046,0.001601323,12.96337088,0.450055395,3.387262391,26.89578829,0.143402942,0.303912469,-0.005358214,27.16618609,20.31507246,1.250941378,0.103673264,79.87721894,13.65932057,3.54E-08,9.59E-07,233.7364749,157.6833909,937.1621157,406.0450208,76.29392176,32.45820045,2.31E-05,1.62E-06,170,175,5,2.721301236
75,98.62439158,0,0.026044587,0.04262167,0.169747053,0.891482614,0.049299836,0,0.144653063,0,0,0.051759601,Strain Harderned (Hard),-0.00151066,0.032706255,0.000219847,0.016169177,2.315428932,0.023231287,0.253791832,1.247545422,-0.000741216,-2.83510529,0.019032776,0.0089786,12.88874492,0.299833155,3.3754845,26.68143313,0.116554019,0.254716638,-0.003666779,27.06404122,11.09909549,1.252473746,0.154264153,79.89124658,7.282338197,1.47E-06,0.000230278,233.8073952,73.96973918,936.6257769,320.6207507,75.98566086,32.60472161,2.29E-05,1.03E-05,165,180,8,2.698307828
76,95.95782677,0,0.077965441,0.02126489,0.096789284,3.447050676,0.122983923,0,0.192455096,0.042345445,0,0.041318475,Strain Harderned (Hard),-0.005635762,0.028935002,-0.000810439,0.026875485,2.494022171,0.019767615,0.730780194,1.247209973,-0.001634177,-2.262489641,0.033985746,0.027528204,12.60042329,0.614297193,3.32821545,26.49566992,0.149857094,0.530206903,-0.006509927,27.00572017,6.777232671,1.258901654,0.167976146,79.69177626,6.476486109,1.95E-06,0.000156909,231.6091256,64.94052374,937.5180054,225.035006,75.21371718,25.67474683,2.25E-05,1.05E-05,212,277.5,8.5,2.665146696
77,94.51360444,0,0.025949454,0.031849478,0.084563483,4.996272465,0.171919079,0,0.096083156,0.028187904,0,0.051570538,Strain Harderned (Hard),-0.007673095,0.026734345,-0.002017771,0.030429783,2.870472192,0.017445104,0.968849475,1.246980055,-0.001975081,-2.132981685,0.039994179,0.037466171,12.43132171,0.644058021,3.296781741,26.31210274,0.139655019,0.620758954,-0.006677483,26.96518388,6.10138838,1.262895901,0.171247339,79.58586071,5.955704396,9.91E-07,9.60E-05,230.5460697,62.77182484,936.0380445,156.7803221,74.67802114,24.21328078,2.23E-05,1.04E-05,251.5,339,8,2.645481355
78,99.99516825,0,0,0,0.004831755,0,0,0,0,0,0,0,Strain Harderned (Hard),-3.99E-05,0.033815238,-3.62E-05,0.00078876,1.929408311,0.023998329,0.000773042,1.073734054,-4.39E-06,-7.062366117,0.001208124,3.53E-05,12.99975841,0.002125867,3.390043003,26.59265408,0.014357856,0.002653951,-5.07E-05,26.98293321,20.40954928,1.250007248,0.106066017,79.99908197,13.43502884,2.70E-08,5.16E-08,234.9925108,109.6015511,933.5124,620.5074137,76.00454184,66.46803743,2.31E-05,7.99E-06,110.316112,117.210869,5,2.698331261
79,99.94901297,0,0,0.05098703,0,0,0,0,0,0,0,0,Strain Harderned (Hard),-0.000202136,0.033659315,-0.000144875,0.002401678,16.66155261,0.02402986,0.007644151,1.068796576,-3.64E-05,-6.306422289,0.001343682,0.000127403,12.99898026,0.00203844,3.390050987,26.59945299,0.015734612,0.009448171,-9.18E-05,27.00018172,25.85497861,1.250050987,0.070710678,79.99592104,5.656854249,2.70E-08,6.93E-09,235.0841286,116.6726189,933.6863379,300.0254073,76.03263168,45.254834,2.31E-05,4.67E-06,150,165,5,2.700416086
80,99.85524211,0,0,0.021241678,0.004834179,0,0,0,0.09612246,0.02255957,0,0,Strain Harderned (Hard),-2.33E-05,0.033917719,0.000171823,0.007033358,0.927221712,0.02417335,0.033945981,1.158950518,-0.000102225,-2.066480714,0.004226697,0.000658596,12.99826432,0.103033327,3.391585556,26.61210048,0.024382344,0.022072729,-0.000203395,26.99647366,12.10280931,1.249918149,0.101694157,79.99564601,9.200029374,9.88E-07,0.000576222,234.8977997,91.31282134,934.554157,541.8441226,76.0488785,27.00624355,2.31E-05,1.27E-05,117.210869,124.105626,5,2.699277578
82,99.75860178,0,0,0,0.145175953,0,0,0,0.096222263,0,0,0,Strain Harderned (Hard),-0.001649441,0.032402194,-0.001174222,0.008069245,1.055900688,0.024284355,0.052949949,1.154019622,-0.000154492,-2.372684665,0.007570838,0.001537498,12.99370342,0.136871228,3.392485223,26.68238879,0.079837647,0.092224141,-0.001605743,27.02450368,15.83768503,1.250073431,0.106158213,79.97722767,10.66000433,9.89E-07,0.000446616,234.6931882,93.06247756,935.4690269,586.962481,76.15955879,52.64579202,2.31E-05,1.11E-05,124.105626,131.000383,6,2.703056511
83,99.71869289,0,0,0.021276588,0.009684248,0.033376888,0.014766184,0,0.019256087,0.011298323,0.15924644,0.012402349,Strain Harderned (Hard),-0.002599879,0.031437305,-0.00218606,0.004853167,1.235024867,0.024010223,0.029724185,1.247616382,-0.000195601,-8.304618275,0.00434687,0.000644137,12.98084484,0.148233281,3.392618826,26.64054638,0.045295648,0.056598536,-0.000657318,27.0408417,17.01790143,1.250301106,0.09663479,79.94695449,15.21237731,2.20E-07,0.000185157,234.5819568,127.909646,935.9471219,715.5257362,76.16035589,49.5562319,2.31E-05,9.89E-06,117.210869,144.789897,5,2.704696382
84,99.27943731,0,0,0.008498771,0.009670748,0,0.009830399,0,0.673023496,0.011282572,0,0.008256706,Strain Harderned (Hard),0.012405005,0.046474673,0.012706067,0.018073639,0.66197081,0.025137288,0.211083312,1.159031316,-0.000376108,-1.151387919,0.009959718,0.003510975,13.00438889,0.533400574,3.398390143,26.69254431,0.049491821,0.101864044,-0.000868644,27.00314487,5.606306182,1.249053396,0.105439661,80.02556551,4.898598372,6.76E-06,0.000683371,234.3711017,66.94644146,938.8137104,530.9820844,76.18372136,19.36752973,2.30E-05,1.41E-05,151.684654,165.474168,5,2.696787197
85,99.11268334,0,0,0,0,0.887316658,0,0,0,0,0,0,Strain Harderned (Hard),-0.00063703,0.03321313,0.000118338,0.012621748,5.598410495,0.022758156,0.167094272,1.081081788,-0.000421993,-2.648905952,0.016772764,0.006595827,12.90239515,0.070355483,3.373318443,26.50810065,0.032653299,0.081172638,-0.000641132,26.95778922,1.892598594,1.252218292,0.176776695,79.93788782,4.949747468,2.72E-08,1.20E-08,234.3345124,53.03300859,933.3770979,7.403407999,75.72493178,21.92031022,2.30E-05,1.05E-05,193.053196,199.947953,4,2.686244724
86,99.11268334,0,0,0,0,0.887316658,0,0,0,0,0,0,Strain Harderned (Hard),-0.00063703,0.03321313,0.000118338,0.012621748,5.598410495,0.022758156,0.167094272,1.081081788,-0.000421993,-2.648905952,0.016772764,0.006595827,12.90239515,0.070355483,3.373318443,26.50810065,0.032653299,0.081172638,-0.000641132,26.95778922,1.892598594,1.252218292,0.176776695,79.93788782,4.949747468,2.72E-08,1.20E-08,234.3345124,53.03300859,933.3770979,7.403407999,75.72493178,21.92031022,2.30E-05,1.05E-05,195,200,4,2.686244724
87,99.14813061,0,0,0,0,0.556454077,0.29541531,0,0,0,0,0,Strain Harderned (Hard),-0.002861079,0.030979207,-0.002426491,0.010612992,1.594686536,0.023439652,0.13164679,1.124473858,-0.000453748,-4.028455537,0.01369472,0.004886539,12.92106514,0.266082464,3.378150211,26.68614004,0.104853291,0.198139937,-0.003076833,27.04923263,11.76864198,1.251834258,0.155810113,79.90196519,9.238994265,3.13E-08,5.89E-07,233.9114763,103.871043,935.1414832,244.3603901,75.95748185,25.56871078,2.30E-05,8.54E-06,195,215,3,2.701025782
88,99.40702703,0,0,0,0,0,0.592972971,0,0,0,0,0,Strain Harderned (Hard),-0.006543665,0.027435971,-0.006220564,0.004902458,0.631516024,0.024436826,0.053051129,1.040133787,-0.000301952,-12.56347073,0.004568394,0.001473642,12.96442161,0.447987311,3.387213026,26.8860715,0.142580547,0.294315874,-0.005270863,27.14731318,19.76823525,1.25088946,0.106066017,79.88140537,14.14213562,3.54E-08,9.99E-07,233.652765,160.6546607,936.9420357,414.0322336,76.26090819,31.11269837,2.31E-05,9.90E-07,186.158439,199.947953,4,2.719003897
89,99.35531428,0,0,0.051300512,0,0,0.59338521,0,0,0,0,0,Strain Harderned (Hard),-0.006677147,0.027309365,-0.006300525,0.005460756,0.705231666,0.024473216,0.060724097,1.068806351,-0.000338675,-11.35736281,0.004762046,0.001601323,12.96337088,0.450055395,3.387262391,26.89578829,0.143402942,0.303912469,-0.005358214,27.16618609,20.31507246,1.250941378,0.103673264,79.87721894,13.65932057,3.54E-08,9.59E-07,233.7364749,157.6833909,937.1621157,406.0450208,76.29392176,32.45820045,2.31E-05,1.62E-06,185,200,4,2.721301236
90,99.01647819,0,0,0,0,0.390778701,0.592743106,0,0,0,0,0,Strain Harderned (Hard),-0.005624231,0.028208338,-0.00536765,0.009749739,1.011976546,0.023892452,0.126988497,1.124492842,-0.000514232,-5.409702013,0.01206621,0.004392462,12.92144975,0.476082283,3.379867465,26.84988762,0.144449916,0.330130198,-0.005580607,27.13678945,15.41068061,1.251866062,0.138429897,79.8540969,11.40879739,3.54E-08,7.76E-07,233.360204,129.0750398,936.8997728,321.7296931,76.1396654,27.91307732,2.30E-05,6.69E-06,227.526981,241.316495,4,2.713699724
91,99.19717525,0,0,0,0.292536091,0,0,0.510288658,0,0,0,0,Strain Harderned (Hard),-0.008849875,0.025263165,-0.007218925,0.009737575,0.708936611,0.024615206,0.12237373,1.07375818,-0.000432297,-4.559113751,0.019323442,0.00718432,12.97006454,0.573250957,3.397961603,26.99797597,0.168291792,0.404797223,-0.007261575,27.22779669,21.69126283,1.250949093,0.08524153,79.87808062,10.92203867,2.74E-08,4.02E-08,233.8117533,104.6270632,940.0914887,583.3457704,76.8056842,70.97824274,2.30E-05,7.28E-06,186.158439,199.947953,4,2.729853713
92,98.7338107,0,0.026206892,0.021443618,0.170804636,0.168194435,0.595283561,0,0.242590495,0,0,0.041665667,Strain Harderned (Hard),-0.007835426,0.026800873,-0.005685707,0.014057036,0.928349653,0.024795852,0.193289611,1.247697185,-0.00071945,-3.640934129,0.012807802,0.005387132,12.93698725,0.728929416,3.387925931,27.02940363,0.175925754,0.466515028,-0.007908504,27.22584314,16.80948544,1.251308153,0.116788122,79.83943645,11.41737954,2.46E-06,0.000310398,233.0009344,124.2703205,940.582146,452.9636649,76.46180093,35.7833777,2.30E-05,8.30E-06,180,200,6.05,2.72550492
93,98.4799752,0,0.052278967,0.064165386,0.170365495,0.559206529,0.272136838,0,0.290360147,0.028394326,0,0.083117117,Strain Harderned (Hard),-0.004631426,0.030154437,-0.001695675,0.016896559,1.376298504,0.024138321,0.262916282,1.247640926,-0.000871852,-3.053839927,0.017086954,0.008111394,12.90821489,0.595275954,3.382478893,26.87742517,0.155308987,0.388222398,-0.006136411,27.16943903,14.22074327,1.251894522,0.134357614,79.85986036,9.291678258,2.93E-06,0.000310035,233.3275231,96.89735517,939.6977176,412.2965327,76.2658628,33.58565765,2.29E-05,9.91E-06,195,225,2.05,2.713589528
94,97.90205927,0,0.104317893,0,0,1.450598781,0.543024052,0,0,0,0,0,Strain Harderned (Hard),-0.005466042,0.028432449,-0.003982193,0.016990015,1.656195632,0.022456119,0.331583623,1.134560056,-0.000978136,-3.388533462,0.022164125,0.012537974,12.80055038,0.553856145,3.360917177,26.82124236,0.179545659,0.494944743,-0.008119952,27.1206179,10.98546922,1.254597511,0.15805237,79.76586016,9.048880364,3.50E-08,5.11E-07,232.5312121,95.51089878,937.798044,289.7521052,75.87687173,27.75537544,2.29E-05,9.23E-06,262.000766,282.685037,7,2.701056557
95,97.11076071,0,0.039043554,0.031947134,0.121175413,2.283058059,0.147811003,0,0.192755396,0.042411527,0,0.031037205,Strain Harderned (Hard),-0.005008647,0.029546074,-0.001254487,0.022963901,2.225914255,0.021411386,0.525722647,1.247368852,-0.001297146,-2.459787067,0.028283564,0.019386454,12.72836425,0.546376531,3.350147602,26.59476451,0.135588187,0.42055611,-0.005374553,27.04109014,8.034170829,1.256007161,0.164099801,79.77216157,6.958953575,1.96E-06,0.000184651,232.4718484,70.59414138,937.5870693,253.740667,75.58325455,26.96042858,2.27E-05,1.04E-05,240,280,7,2.681090312
96,95.95782677,0,0.077965441,0.02126489,0.096789284,3.447050676,0.122983923,0,0.192455096,0.042345445,0,0.041318475,Strain Harderned (Hard),-0.005635762,0.028935002,-0.000810439,0.026875485,2.494022171,0.019767615,0.730780194,1.247209973,-0.001634177,-2.262489641,0.033985746,0.027528204,12.60042329,0.614297193,3.32821545,26.49566992,0.149857094,0.530206903,-0.006509927,27.00572017,6.777232671,1.258901654,0.167976146,79.69177626,6.476486109,1.95E-06,0.000156909,231.6091256,64.94052374,937.5180054,225.035006,75.21371718,25.67474683,2.25E-05,1.05E-05,238,302.5,6,2.665146696
97,94.15404545,0,0.051646844,0,0,5.745426563,0.048881144,0,0,0,0,0,Strain Harderned (Hard),-0.004385326,0.029513982,0.000620547,0.031217735,3.670939506,0.016063555,1.038983994,1.134253485,-0.001899628,-1.949241622,0.042096243,0.040969301,12.36145429,0.48321943,3.282122822,26.13064188,0.121597029,0.570719306,-0.005499449,26.85434456,3.160299458,1.264514373,0.17572359,79.57616474,5.307561244,2.87E-08,9.50E-08,230.5070458,55.42229016,933.79846,94.12327574,74.28380697,22.71474133,2.22E-05,1.05E-05,406.790663,434.369691,10,2.625804785
98,94.51360444,0,0.025949454,0.031849478,0.084563483,4.996272465,0.171919079,0,0.096083156,0.028187904,0,0.051570538,Strain Harderned (Hard),-0.007673095,0.026734345,-0.002017771,0.030429783,2.870472192,0.017445104,0.968849475,1.246980055,-0.001975081,-2.132981685,0.039994179,0.037466171,12.43132171,0.644058021,3.296781741,26.31210274,0.139655019,0.620758954,-0.006677483,26.96518388,6.10138838,1.262895901,0.171247339,79.58586071,5.955704396,9.91E-07,9.60E-05,230.5460697,62.77182484,936.0380445,156.7803221,74.67802114,24.21328078,2.23E-05,1.04E-05,264.5,352.5,7.5,2.645481355
100,99.9423075,0,0,0.010630115,0,0,0.012295692,0,0,0.014112045,0,0.020654648,Strain Harderned (Hard),-0.000659345,0.033230716,-0.000557302,0.001311934,1.698617813,0.024010642,0.003048096,1.073370025,-4.71E-05,-27.34069134,0.001486395,0.000134386,12.99757303,0.025866381,3.389737522,26.60209667,0.023446364,0.012092067,-0.000157495,26.99974728,22.89198323,1.250070896,0.088652957,79.99177179,12.41935948,2.72E-08,4.80E-07,234.9357925,126.2034841,933.679547,433.2229974,76.01577218,27.04696226,2.31E-05,6.24E-06,180,190.5,3,2.700168125
101,99.73819946,0,0,0.010635051,0.096812764,0,0.012301402,0,0.120313662,0.00847117,0.013266491,0,Strain Harderned (Hard),-0.000510577,0.033549921,-1.30E-05,0.008518069,1.029510778,0.024297474,0.056389136,1.158960817,-0.000178595,-2.461422424,0.006911298,0.001403292,12.99358799,0.162302493,3.392684742,26.6708238,0.070464373,0.080681876,-0.001290283,27.02308594,14.88293246,1.250019809,0.103432593,79.97840425,10.67882814,1.23E-06,0.000479479,234.6921651,98.26255423,935.594435,583.3433438,76.14612253,45.73733601,2.31E-05,1.14E-05,165,175,3,2.702616903
102,99.71869289,0,0,0.021276588,0.009684248,0.033376888,0.014766184,0,0.019256087,0.011298323,0.15924644,0.012402349,Strain Harderned (Hard),-0.002599879,0.031437305,-0.00218606,0.004853167,1.235024867,0.024010223,0.029724185,1.247616382,-0.000195601,-8.304618275,0.00434687,0.000644137,12.98084484,0.148233281,3.392618826,26.64054638,0.045295648,0.056598536,-0.000657318,27.0408417,17.01790143,1.250301106,0.09663479,79.94695449,15.21237731,2.20E-07,0.000185157,234.5819568,127.909646,935.9471219,715.5257362,76.16035589,49.5562319,2.31E-05,9.89E-06,144.789897,165.474168,2.5,2.704696382
103,99.27943731,0,0,0.008498771,0.009670748,0,0.009830399,0,0.673023496,0.011282572,0,0.008256706,Strain Harderned (Hard),0.012405005,0.046474673,0.012706067,0.018073639,0.66197081,0.025137288,0.211083312,1.159031316,-0.000376108,-1.151387919,0.009959718,0.003510975,13.00438889,0.533400574,3.398390143,26.69254431,0.049491821,0.101864044,-0.000868644,27.00314487,5.606306182,1.249053396,0.105439661,80.02556551,4.898598372,6.76E-06,0.000683371,234.3711017,66.94644146,938.8137104,530.9820844,76.18372136,19.36752973,2.30E-05,1.41E-05,165.474168,206.84271,3,2.696787197
104,99.40702703,0,0,0,0,0,0.592972971,0,0,0,0,0,Strain Harderned (Hard),-0.006543665,0.027435971,-0.006220564,0.004902458,0.631516024,0.024436826,0.053051129,1.040133787,-0.000301952,-12.56347073,0.004568394,0.001473642,12.96442161,0.447987311,3.387213026,26.8860715,0.142580547,0.294315874,-0.005270863,27.14731318,19.76823525,1.25088946,0.106066017,79.88140537,14.14213562,3.54E-08,9.99E-07,233.652765,160.6546607,936.9420357,414.0322336,76.26090819,31.11269837,2.31E-05,9.90E-07,220.632224,248.211252,3.5,2.719003897
